title_english,status,episodes,rating,rank,popularity,members,favorites,score,scored_by,genres,themes,demographics
Hetalia World Series Extra Episodes,Finished Airing,4.0,PG-13 - Teens 13 or older,2354.0,4795,25001,36,7.42,11795.0,Comedy,"Historical, Parody",
Bunny Drop Specials,Finished Airing,4.0,PG-13 - Teens 13 or older,801.0,2753,74021,36,7.92,42075.0,Slice of Life,"Childcare, Iyashikei",Josei
,Finished Airing,1.0,R - 17+ (violence & profanity),3258.0,3606,45319,36,7.23,17645.0,"Adventure, Comedy, Drama, Fantasy",Military,Shounen
,Finished Airing,8.0,R - 17+ (violence & profanity),7477.0,6435,11919,36,6.46,5112.0,Action,Martial Arts,
,Finished Airing,48.0,PG-13 - Teens 13 or older,11433.0,5518,17756,36,5.75,5258.0,Fantasy,Strategy Game,
,Finished Airing,1.0,PG-13 - Teens 13 or older,2554.0,8178,6596,36,7.37,3756.0,"Comedy, Fantasy",Idols (Female),
Don't Give Up!,Finished Airing,24.0,PG-13 - Teens 13 or older,3859.0,7280,8820,36,7.13,963.0,"Comedy, Romance, Sci-Fi",,
Cardcaptor Sakura Specials,Finished Airing,3.0,G - All Ages,2118.0,4472,29414,36,7.47,14183.0,Comedy,Mahou Shoujo,Shoujo
Aoharu x Machinegun: This is a Battlefield for Beasts!,Finished Airing,1.0,PG-13 - Teens 13 or older,3624.0,3975,37874,36,7.17,19139.0,"Comedy, Sports","Crossdressing, Team Sports",Shounen
,Finished Airing,1.0,Rx - Hentai,,7139,9275,36,7.04,4179.0,Hentai,,
,Finished Airing,3.0,R - 17+ (violence & profanity),4396.0,4229,33178,36,7.02,17672.0,"Comedy, Ecchi",School,
The Perfect World,Finished Airing,1.0,G - All Ages,,6711,10754,35,7.46,5155.0,,Music,
Discode,Finished Airing,3.0,Rx - Hentai,,7277,8798,35,6.24,3532.0,Hentai,,
The Curse of Kazuo Umezu,Finished Airing,1.0,R - 17+ (violence & profanity),9294.0,7076,9480,35,6.15,4055.0,Horror,,
A Certain Magical Index II: Specials,Finished Airing,2.0,PG-13 - Teens 13 or older,5081.0,3860,40067,35,6.87,16452.0,Comedy,Parody,
,Finished Airing,1.0,R - 17+ (violence & profanity),4751.0,5259,20080,35,6.94,10147.0,"Action, Adventure, Sci-Fi","Mecha, Military",Seinen
Tawawa on Monday Specials,Finished Airing,2.0,PG-13 - Teens 13 or older,6850.0,3570,46318,35,6.56,23882.0,"Slice of Life, Ecchi",,
,Finished Airing,1.0,PG - Children,1751.0,7236,8973,35,7.56,4208.0,Slice of Life,"Idols (Female), Music, School",
Kinnikuman: Perfect Origin Arc,Finished Airing,11.0,PG-13 - Teens 13 or older,5566.0,7434,8390,35,6.78,1751.0,"Comedy, Sports",Combat Sports,Shounen
,Finished Airing,1.0,Rx - Hentai,,7831,7347,35,6.51,2846.0,Hentai,,
La corda d'oro: Blue♪Sky,Finished Airing,12.0,PG-13 - Teens 13 or older,7849.0,4563,28210,35,6.4,10886.0,Romance,"Music, Reverse Harem, School",Josei
"Hey, Your Cat Ears Are Showing! 2",Finished Airing,12.0,PG-13 - Teens 13 or older,2615.0,6710,10754,35,7.36,5399.0,"Boys Love, Comedy",Anthropomorphic,
,Finished Airing,1.0,Rx - Hentai,,7316,8700,35,6.46,3552.0,Hentai,School,
D.C.S.S. ~Da Capo Second Season~,Finished Airing,26.0,PG-13 - Teens 13 or older,4823.0,4121,34952,35,6.92,16320.0,"Comedy, Drama, Romance, Supernatural",Harem,
Monster But Wild,Finished Airing,12.0,PG-13 - Teens 13 or older,5269.0,6929,10028,35,6.84,2626.0,"Action, Adventure, Comedy, Fantasy",Isekai,
,Finished Airing,12.0,PG-13 - Teens 13 or older,11487.0,4777,25431,35,5.73,5507.0,Action,"Historical, Samurai, Time Travel",
,Finished Airing,1.0,Rx - Hentai,,7292,8776,35,6.78,3727.0,Hentai,School,
My Girlfriend is Shobitch OVA,Finished Airing,1.0,R+ - Mild Nudity,8327.0,3463,48587,35,6.32,20829.0,"Comedy, Romance, Ecchi",School,
Aooni The Blue Monster,Finished Airing,13.0,R - 17+ (violence & profanity),13387.0,5029,22375,35,5.11,11533.0,"Comedy, Horror",Gore,
Winter Cup Highlights Episode 1 – Winter Cup Highlights -Shadow and Light-,Finished Airing,1.0,PG-13 - Teens 13 or older,1191.0,3583,45969,35,7.75,18305.0,Sports,"School, Team Sports",Shounen
,Finished Airing,4.0,PG-13 - Teens 13 or older,1852.0,4713,25983,35,7.54,9344.0,"Action, Adventure, Supernatural, Ecchi",,Shounen
,Finished Airing,2.0,Rx - Hentai,,6254,12688,35,6.65,4338.0,Hentai,,
Zenki,Finished Airing,51.0,PG-13 - Teens 13 or older,4600.0,5779,15566,35,6.97,6079.0,"Action, Comedy, Drama, Fantasy, Horror",Mythology,Shounen
Daiakuji -The Xena Buster-,Finished Airing,6.0,Rx - Hentai,,7448,8325,35,6.63,3336.0,Hentai,,
Battle Athletes Victory,Finished Airing,26.0,PG - Children,5199.0,6696,10752,35,6.85,3873.0,"Adventure, Sci-Fi, Sports",School,
The Girl Downstairs Extra,Finished Airing,1.0,PG-13 - Teens 13 or older,727.0,7576,7968,35,7.97,3254.0,Romance,Adult Cast,
The Great Adventures of Robin Hood,Finished Airing,52.0,G - All Ages,3965.0,6935,9964,35,7.11,4528.0,"Adventure, Romance",Historical,
,Finished Airing,2.0,PG-13 - Teens 13 or older,861.0,9723,4170,35,7.9,977.0,,"Idols (Male), Music",
"K: SEVEN STORIES ""Memory of RED - BURN -""",Finished Airing,1.0,PG-13 - Teens 13 or older,1577.0,4911,23659,35,7.61,6660.0,Action,Super Power,
,Finished Airing,2.0,R+ - Mild Nudity,8938.0,5317,19642,35,6.22,7874.0,"Action, Comedy, Sci-Fi, Ecchi","Harem, School",Shounen
Pokémon: Black & White: Rival Destinies,Finished Airing,24.0,PG - Children,7403.0,2708,75805,35,6.47,43341.0,"Action, Adventure, Comedy, Fantasy",,Kids
,Finished Airing,2.0,R - 17+ (violence & profanity),3374.0,5926,14650,35,7.21,1426.0,"Avant Garde, Comedy, Drama, Mystery, Supernatural",Psychological,
Godzilla: The Planet Eater,Finished Airing,1.0,R - 17+ (violence & profanity),8875.0,4059,36271,35,6.23,21637.0,"Action, Adventure, Sci-Fi",,
Daimos,Finished Airing,44.0,PG-13 - Teens 13 or older,3502.0,8044,6866,35,7.19,3349.0,"Adventure, Drama, Romance, Sci-Fi",Mecha,
RIN-NE Season 2,Finished Airing,25.0,PG-13 - Teens 13 or older,3805.0,4046,36407,35,7.14,14349.0,"Comedy, Supernatural","Mythology, School",Shounen
Naruto: The Magic Genie and the Three Wishes,Finished Airing,1.0,PG-13 - Teens 13 or older,4680.0,3154,57455,35,6.95,27396.0,"Action, Comedy, Fantasy",Martial Arts,Shounen
Double Duty Nurses,Finished Airing,2.0,Rx - Hentai,,8367,6221,35,6.38,2204.0,Hentai,,
Oh! Edo Rocket,Finished Airing,26.0,PG-13 - Teens 13 or older,3538.0,6105,13500,35,7.18,4839.0,"Comedy, Drama, Fantasy, Sci-Fi",Historical,
Child of Kamiari Month,Finished Airing,1.0,G - All Ages,7289.0,4926,23448,35,6.49,10028.0,"Adventure, Supernatural",Mythology,
A Record of a Mortal's Journey to Immortality Season 2,Finished Airing,51.0,PG-13 - Teens 13 or older,817.0,9497,4450,35,7.92,1763.0,"Action, Adventure, Fantasy","Historical, Martial Arts",
Zinba,Finished Airing,52.0,PG - Children,5817.0,12025,2091,35,6.74,768.0,"Action, Adventure, Comedy","Mythology, Super Power",
,Finished Airing,2.0,Rx - Hentai,,6714,10698,35,7.02,4240.0,Hentai,,
,Finished Airing,1.0,PG-13 - Teens 13 or older,2904.0,3881,39482,35,7.3,19845.0,"Action, Comedy, Romance","Harem, Parody",
,Finished Airing,2.0,PG-13 - Teens 13 or older,3345.0,5099,21759,35,7.22,10181.0,Action,"Military, School",
,Finished Airing,2.0,Rx - Hentai,,6563,11377,35,6.73,4739.0,Hentai,,
,Finished Airing,1.0,G - All Ages,2542.0,6834,10345,35,7.37,5127.0,Romance,Music,
,Finished Airing,1.0,Rx - Hentai,,5646,16695,35,6.74,6937.0,Hentai,,
Tenjho Tenge: The Ultimate Fight,Finished Airing,2.0,R - 17+ (violence & profanity),4467.0,3673,43883,35,7.0,23851.0,"Action, Drama, Romance, Supernatural","Martial Arts, Super Power",Seinen
Tytania,Finished Airing,26.0,PG-13 - Teens 13 or older,5483.0,5210,20396,35,6.79,7607.0,"Adventure, Romance, Sci-Fi","Military, Psychological, Space",
Theatre of Darkness: Yamishibai 10,Finished Airing,13.0,PG-13 - Teens 13 or older,9124.0,6482,11725,35,6.18,4398.0,"Avant Garde, Horror, Supernatural",,
,Finished Airing,2.0,Rx - Hentai,,8882,5419,35,6.86,1989.0,Hentai,,
,Finished Airing,1.0,Rx - Hentai,,8214,6535,35,6.94,2385.0,Hentai,,
,Finished Airing,1.0,G - All Ages,6877.0,11452,2463,34,6.56,946.0,,Music,
Rumbling Hearts OVA,Finished Airing,4.0,PG-13 - Teens 13 or older,4950.0,4401,30236,34,6.89,15608.0,"Drama, Romance",Love Polygon,
,Finished Airing,52.0,PG-13 - Teens 13 or older,6476.0,6857,10274,34,6.63,3925.0,,Strategy Game,
.hack//Liminality,Finished Airing,4.0,PG-13 - Teens 13 or older,6745.0,4128,34843,34,6.58,17088.0,Mystery,Video Game,
,Finished Airing,1.0,PG-13 - Teens 13 or older,2606.0,3805,41202,34,7.36,18034.0,"Action, Adventure","Mecha, Military",
Aim for the Ace!: Another Match,Finished Airing,13.0,PG-13 - Teens 13 or older,3647.0,9597,4296,34,7.16,1721.0,"Drama, Sports",,Shoujo
Lady Oscar Special,Finished Airing,1.0,PG-13 - Teens 13 or older,4165.0,9723,4145,34,7.07,1410.0,Drama,Historical,Shoujo
,Finished Airing,1.0,G - All Ages,6745.0,4786,25131,34,6.58,12496.0,Romance,,Shoujo
The Summer,Finished Airing,1.0,PG-13 - Teens 13 or older,4590.0,8691,5758,34,6.98,1504.0,"Drama, Girls Love",,
,Finished Airing,4.0,Rx - Hentai,,6763,10523,34,6.46,3526.0,Hentai,,
,Finished Airing,3.0,Rx - Hentai,,6961,9889,34,6.59,3400.0,Hentai,,
Theatre of Darkness: Yamishibai 2,Finished Airing,13.0,PG-13 - Teens 13 or older,7266.0,3362,51576,34,6.5,29539.0,"Avant Garde, Horror, Supernatural",,
Dragon Ball Specials,Finished Airing,2.0,PG - Children,6025.0,4205,33678,34,6.7,16453.0,"Comedy, Fantasy",Educational,Shounen
,Finished Airing,6.0,R+ - Mild Nudity,8082.0,4044,36238,34,6.36,17530.0,Ecchi,,
Dragon Ball Z: Super Android 13!,Finished Airing,1.0,PG-13 - Teens 13 or older,5294.0,1864,131388,34,6.83,81330.0,"Action, Adventure, Comedy, Fantasy, Sci-Fi",,Shounen
Like A Mom,Finished Airing,2.0,Rx - Hentai,,7691,7627,34,6.75,3188.0,Hentai,,
The Ancient Magus' Bride Recap,Finished Airing,1.0,PG-13 - Teens 13 or older,3036.0,5589,17149,34,7.27,5421.0,Fantasy,"Mythology, Urban Fantasy",Shounen
There is Here,Finished Airing,1.0,R - 17+ (violence & profanity),6229.0,7543,8040,34,6.67,2020.0,Avant Garde,,
Booby Life,Finished Airing,2.0,Rx - Hentai,,6958,9888,34,6.6,3765.0,Hentai,,
Dai-Guard: Terrestrial Defense Corp.,Finished Airing,26.0,PG-13 - Teens 13 or older,3996.0,6717,10686,34,7.1,3479.0,"Adventure, Comedy, Sci-Fi","Mecha, Military",
,Finished Airing,2.0,Rx - Hentai,,8237,6498,34,6.22,2919.0,Hentai,,
Phoenix,Finished Airing,13.0,PG-13 - Teens 13 or older,4210.0,6552,11366,34,7.06,3313.0,"Adventure, Drama, Sci-Fi, Supernatural",Historical,
,Finished Airing,3.0,PG-13 - Teens 13 or older,5656.0,5422,18472,34,6.76,6761.0,"Drama, Romance","Crossdressing, School",
I've Always Liked You: A Friday's Good Morning,Finished Airing,1.0,PG - Children,3603.0,4653,27101,34,7.17,9941.0,Romance,School,
Martian Successor Nadesico: The Prince of Darkness,Finished Airing,1.0,R - 17+ (violence & profanity),5900.0,5496,17789,34,6.72,8999.0,"Action, Award Winning, Drama, Sci-Fi","Mecha, Psychological, Space",
The Wonderland of Ten Thousands,Finished Airing,40.0,PG-13 - Teens 13 or older,3079.0,8955,5271,34,7.27,2038.0,"Action, Adventure, Fantasy, Romance","Historical, Martial Arts, Mythology",
Natsume’s Book of Friends: Nyanko-Sensei and the First Errand,Finished Airing,1.0,PG-13 - Teens 13 or older,1487.0,3955,38119,34,7.64,18597.0,"Slice of Life, Supernatural","Iyashikei, Mythology",Shoujo
,Not yet aired,0.0,R - 17+ (violence & profanity),,4633,27399,34,,,"Action, Adventure","Adult Cast, Historical, Military",Seinen
,Finished Airing,1.0,PG-13 - Teens 13 or older,,12745,1672,34,6.44,242.0,"Comedy, Romance","Love Status Quo, School",Shounen
,Finished Airing,38.0,Rx - Hentai,,7426,8396,34,6.22,1575.0,"Comedy, Fantasy, Sci-Fi, Hentai",Parody,
One Piece: Episode of Luffy - Adventure on Hand Island,Finished Airing,1.0,PG-13 - Teens 13 or older,1800.0,3203,55806,34,7.55,28985.0,"Action, Adventure, Fantasy",,Shounen
CLAMP School Detectives,Finished Airing,26.0,G - All Ages,5288.0,5732,15884,34,6.83,5631.0,"Action, Comedy, Mystery","Detective, School",Shoujo
,Finished Airing,2.0,Rx - Hentai,,7512,8137,34,6.72,2897.0,Hentai,,
A Record of Mortal's Journey to Immortality Season 3,Finished Airing,48.0,PG-13 - Teens 13 or older,349.0,10758,3035,34,8.25,1221.0,"Action, Adventure, Fantasy","Historical, Martial Arts",
,Finished Airing,4.0,Rx - Hentai,,6750,10615,34,6.65,3480.0,"Fantasy, Hentai",Harem,
,Finished Airing,3.0,Rx - Hentai,,6978,9861,34,6.26,4234.0,Hentai,,
Beyblade Burst QuadDrive,Finished Airing,52.0,G - All Ages,8840.0,8796,5552,34,6.23,2324.0,"Action, Adventure, Comedy, Mystery",,Kids
Armed Girl's Machiavellism OVA,Finished Airing,1.0,PG-13 - Teens 13 or older,5581.0,3298,53241,34,6.78,26286.0,"Action, Ecchi",School,Shounen
Ganbare Douki-chan: The Coworker is Suffering from Social Inequality,Finished Airing,1.0,PG-13 - Teens 13 or older,7869.0,5456,18198,34,6.4,6140.0,"Comedy, Romance, Ecchi","Adult Cast, Love Status Quo, Workplace",
,Finished Airing,12.0,PG-13 - Teens 13 or older,9883.0,4468,29496,34,6.05,13282.0,"Action, Comedy, Ecchi","Harem, Super Power",
Kiddy Girl-AND,Finished Airing,24.0,PG-13 - Teens 13 or older,5403.0,5387,18811,34,6.81,6691.0,"Action, Comedy, Sci-Fi",Super Power,
Tenkai Knights,Finished Airing,52.0,G - All Ages,7568.0,8518,5974,34,6.45,2625.0,"Action, Adventure, Comedy, Sci-Fi","Mecha, Super Power",Kids
Mobile Suit Gundam Narrative,Finished Airing,1.0,PG-13 - Teens 13 or older,7380.0,4854,24438,34,6.48,12594.0,"Action, Drama, Sci-Fi","Mecha, Military, Space",
,Finished Airing,6.0,PG-13 - Teens 13 or older,13369.0,9259,4820,34,5.13,310.0,Fantasy,,
Cyber Team in Akihabara,Finished Airing,26.0,PG-13 - Teens 13 or older,7129.0,7168,9139,34,6.51,3229.0,"Adventure, Sci-Fi",Mecha,
Genshin Impact: Lantern Rite PV - Dream Upon a Lantern,Finished Airing,1.0,G - All Ages,,9825,4049,34,7.54,1960.0,Fantasy,Isekai,
,Finished Airing,16.0,R+ - Mild Nudity,7143.0,5133,21217,34,6.51,10103.0,"Comedy, Romance, Ecchi",School,Seinen
Dragon Ball: Yo! The Return of Son-Goku and Friends!!,Finished Airing,1.0,PG-13 - Teens 13 or older,5358.0,3220,55174,34,6.82,31886.0,"Action, Adventure, Comedy, Fantasy",,Shounen
Monster Strike,Finished Airing,51.0,PG-13 - Teens 13 or older,7996.0,4749,25774,34,6.38,6516.0,"Action, Fantasy",Video Game,
"Nora, Princess, and Stray Cat",Finished Airing,11.0,PG-13 - Teens 13 or older,12724.0,3700,43539,34,5.4,15279.0,"Comedy, Ecchi",,
Tanaka-kun is Always Listless Specials,Finished Airing,7.0,PG-13 - Teens 13 or older,2388.0,3962,38106,34,7.41,14817.0,Slice of Life,"Iyashikei, School",
,Finished Airing,2.0,Rx - Hentai,,7882,7200,34,6.25,2421.0,"Supernatural, Hentai",School,
Bullet Train Transforming Robot Shinkalion The Animation,Finished Airing,76.0,PG - Children,5368.0,9221,4860,34,6.82,892.0,"Action, Sci-Fi",Mecha,Kids
Hakugei: Legend of the Moby Dick,Finished Airing,26.0,PG-13 - Teens 13 or older,6864.0,8608,5832,34,6.56,1504.0,"Adventure, Sci-Fi",Space,
Ghost in the Shell: Arise - Border 3: Ghost Tears,Finished Airing,1.0,R - 17+ (violence & profanity),2730.0,3486,47905,34,7.33,21813.0,Sci-Fi,"Adult Cast, Detective, Mecha, Psychological",
,Finished Airing,1.0,PG-13 - Teens 13 or older,7743.0,5008,22523,34,6.42,11894.0,"Comedy, Romance, Sports",Combat Sports,
Dramaturgy,Finished Airing,1.0,G - All Ages,,8161,6628,34,7.89,4199.0,,Music,
The Summer,Finished Airing,7.0,PG-13 - Teens 13 or older,5307.0,9187,4925,34,6.83,458.0,"Drama, Girls Love",,
,Finished Airing,50.0,R+ - Mild Nudity,2943.0,4839,24455,34,7.29,7453.0,"Action, Adventure, Comedy",Adult Cast,Seinen
Dogeza: I Tried Asking While Kowtowing. Episode 13,Finished Airing,1.0,R+ - Mild Nudity,11926.0,5251,20187,34,5.64,8875.0,"Comedy, Fantasy, Ecchi",Isekai,
Last Period: The Journey to the End of the Despair,Finished Airing,12.0,PG-13 - Teens 13 or older,8084.0,3817,41209,34,6.36,11892.0,"Action, Adventure, Comedy, Fantasy",,
Hans Christian Anderson's The Little Mermaid,Finished Airing,1.0,G - All Ages,5126.0,8106,6725,34,6.86,3105.0,"Fantasy, Romance",,
The Beauty Blogger,Finished Airing,20.0,PG-13 - Teens 13 or older,5897.0,8246,6475,33,6.72,1536.0,"Drama, Romance","Historical, Video Game",
,Finished Airing,1.0,Rx - Hentai,,5980,14230,33,6.45,6698.0,Hentai,,
,Finished Airing,41.0,PG-13 - Teens 13 or older,3262.0,6670,10835,33,7.23,3796.0,"Comedy, Romance, Sports",Team Sports,Shounen
Sorairo Utility,Finished Airing,1.0,PG-13 - Teens 13 or older,7138.0,5644,16719,33,6.52,8427.0,Sports,CGDCT,
Haikara-san: Here Comes Miss Modern Part 2,Finished Airing,1.0,PG-13 - Teens 13 or older,4999.0,5739,15906,33,6.89,6159.0,"Comedy, Romance",Historical,Shoujo
Space Battleship Tiramisu,Finished Airing,13.0,PG-13 - Teens 13 or older,8098.0,4456,29813,33,6.36,10875.0,"Action, Comedy, Sci-Fi","Mecha, Parody, Space",
The Lewd Boat,Finished Airing,3.0,Rx - Hentai,,8002,6940,33,6.34,2512.0,Hentai,,
Sonic Night of the Werehog,Finished Airing,1.0,G - All Ages,6788.0,6986,9758,33,6.57,6163.0,Action,Anthropomorphic,
Zoids Genesis,Finished Airing,50.0,PG-13 - Teens 13 or older,3506.0,5616,16825,33,7.19,6991.0,"Action, Adventure, Comedy","Mecha, Military",
Panda! Go Panda!,Finished Airing,2.0,G - All Ages,5754.0,6525,11480,33,6.74,5776.0,Comedy,Anthropomorphic,Kids
,Finished Airing,50.0,PG - Children,5024.0,8778,5583,33,6.88,2224.0,Sports,"Music, Performing Arts, School",
Magic User's Club OVA,Finished Airing,6.0,PG-13 - Teens 13 or older,4331.0,6408,11949,33,7.03,4656.0,"Comedy, Fantasy, Romance, Sci-Fi",,
Gurren Lagann: There are Some Things I Just Have to See!!,Finished Airing,1.0,PG-13 - Teens 13 or older,2702.0,3586,45754,33,7.34,20301.0,"Action, Adventure, Comedy, Sci-Fi",Mecha,
Kagewani,Finished Airing,13.0,R - 17+ (violence & profanity),7946.0,4188,34006,33,6.38,13654.0,"Horror, Mystery, Supernatural",,
Pokémon the Movie: Secrets of the Jungle,Finished Airing,1.0,PG - Children,3059.0,4486,29421,33,7.27,13425.0,"Action, Adventure, Comedy, Fantasy",Strategy Game,Kids
,Finished Airing,2.0,Rx - Hentai,,8421,6154,33,6.49,2355.0,Hentai,,
,Finished Airing,2.0,Rx - Hentai,,7655,7743,33,6.09,2725.0,"Drama, Hentai","Psychological, School",
,Finished Airing,1.0,R - 17+ (violence & profanity),4764.0,4774,25500,33,6.93,9654.0,"Action, Drama, Romance, Supernatural","Adult Cast, Vampire",Seinen
Me & Roboco,Finished Airing,28.0,PG-13 - Teens 13 or older,5296.0,7182,9136,33,6.83,3060.0,"Comedy, Sci-Fi","Gag Humor, Parody",Shounen
Cowboy Bebop: Ein's Summer Vacation,Finished Airing,1.0,G - All Ages,8202.0,4311,31665,33,6.34,13134.0,Comedy,,
,Finished Airing,16.0,PG-13 - Teens 13 or older,3000.0,8401,6195,33,7.28,1842.0,"Drama, Fantasy, Romance","Historical, Martial Arts",
,Currently Airing,0.0,Rx - Hentai,,9744,4149,33,7.17,1294.0,Hentai,,
Yatterman Night,Finished Airing,12.0,PG-13 - Teens 13 or older,7268.0,4193,33939,33,6.5,13333.0,"Action, Adventure, Comedy, Drama",,
Someday's Dreamers,Finished Airing,12.0,PG-13 - Teens 13 or older,6126.0,4500,29004,33,6.68,7815.0,"Fantasy, Slice of Life","Iyashikei, Urban Fantasy",Shounen
Aachi and Ssipak,Finished Airing,1.0,R+ - Mild Nudity,6936.0,6649,10940,33,6.54,5053.0,"Action, Comedy",,
The Death Lullaby,Finished Airing,1.0,R+ - Mild Nudity,11501.0,9464,4469,33,5.73,1749.0,"Avant Garde, Drama",,
,Finished Airing,1.0,R - 17+ (violence & profanity),11112.0,6445,11793,33,5.81,4683.0,"Adventure, Comedy, Sci-Fi, Ecchi",,Shounen
,Finished Airing,25.0,PG - Children,4295.0,7910,7174,33,7.04,2642.0,Slice of Life,"Idols (Female), Music, School",
,Finished Airing,12.0,PG-13 - Teens 13 or older,7120.0,6138,13390,33,6.52,4764.0,"Sci-Fi, Sports","Idols (Female), Music, Team Sports",
91 Days: Shoal of Time/All Our Yesterdays/Tomorrow and Tomorrow,Finished Airing,1.0,R - 17+ (violence & profanity),4945.0,3114,59446,33,6.9,31378.0,"Action, Drama, Suspense","Adult Cast, Historical, Organized Crime",
Sopping Wet JK Rainy R*peover,Finished Airing,2.0,Rx - Hentai,,8752,5631,33,6.63,2247.0,Hentai,,
,Finished Airing,1.0,PG-13 - Teens 13 or older,1090.0,3574,45922,33,7.79,23412.0,"Comedy, Romance","Adult Cast, Music",Josei
Anime de Training! Ex,Finished Airing,12.0,PG-13 - Teens 13 or older,12705.0,4164,34468,33,5.4,13427.0,Sports,,
Saint Seiya: Legend of Crimson Youth,Finished Airing,1.0,PG-13 - Teens 13 or older,3347.0,5540,17409,33,7.21,9789.0,"Adventure, Fantasy, Sci-Fi",,Shounen
The File of Young Kindaichi Returns 2nd Season,Finished Airing,22.0,R - 17+ (violence & profanity),1405.0,6217,12923,33,7.67,5324.0,Mystery,,Shounen
Melting Juice Lolis' Spa Services: Let Us Do Slurp-Slurp-Melting Care!,Finished Airing,1.0,Rx - Hentai,,9034,5165,33,6.69,2252.0,Hentai,,
Who's Left Behind?,Finished Airing,1.0,G - All Ages,1340.0,5836,15202,33,7.7,4238.0,Drama,Historical,
Ghastly Prince Enma Burning Up,Finished Airing,12.0,R - 17+ (violence & profanity),7519.0,5326,19346,33,6.45,6507.0,"Action, Comedy, Supernatural, Ecchi","Mythology, Parody, Super Power",Shounen
,Finished Airing,1.0,PG-13 - Teens 13 or older,7668.0,5141,21168,33,6.43,7111.0,"Action, Adventure, Sci-Fi",Mecha,
Genesis Climber Mospeada,Finished Airing,25.0,R+ - Mild Nudity,4325.0,6727,10635,33,7.03,3961.0,Action,"Mecha, Military",
Mobile Suit Gundam Thunderbolt: Bandit Flower,Finished Airing,1.0,R+ - Mild Nudity,3146.0,5585,17198,33,7.25,8622.0,"Action, Drama, Sci-Fi","Mecha, Military, Space",
Macross Delta the Movie: Passionate Walkure,Finished Airing,1.0,PG-13 - Teens 13 or older,5746.0,6604,11208,33,6.75,3550.0,"Action, Sci-Fi","Mecha, Military, Music, Space",
"With Vengeance, Sincerely, Your Broken Saintess",Currently Airing,6.0,PG-13 - Teens 13 or older,12209.0,6455,11848,33,5.56,709.0,"Fantasy, Romance",,
